Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
1,89,No,7,1,61,excellent
5,73,Yes,6,0,59,review
6,98,Yes,5,4,87,review
,91,Yes,8,5,68,review
3,80,No,,6,62,review
6,58,Yes,9,9,50,excellent
4,45,Yes,6,6,27,review
9,41,Yes,8,1,36,review
5,54,Yes,8,6,43,review
4,56,Yes,6,1,35,excellent
2,55,No,8,1,29,excellent
6,67,No,5,5,56,review
2,60,Yes,6,5,41,excellent
7,47,No,6,7,37,excellent
3,49,No,4,4,26,review
9,49,No,9,4,46,excellent
5,89,Yes,6,9,75,review
8,49,No,4,0,40,review
6,48,Yes,8,3,36,excellent
8,67,No,9,0,62,review
3,63,Yes,9,9,47,excellent
,58,No,8,4,39,review
5,72,No,5,7,57,review
3,43,Yes,4,0,20,excellent
8,95,Yes,6,2,87,excellent
8,42,No,4,0,31,excellent
2,81,Yes,8,5,57,review
4,51,Yes,8,9,37,excellent
1,57,Yes,5,0,29,excellent
4,62,Yes,9,9,48,review
4,59,No,9,2,41,excellent
9,45,Yes,8,4,43,excellent
3,92,No,4,4,70,review
2,73,No,9,1,54,review
9,81,Yes,6,2,77,review
9,41,Yes,6,8,40,excellent
1,69,Yes,4,0,39,review
6,48,Yes,5,0,38,excellent
8,66,No,6,1,61,review
3,81,No,4,7,59,excellent
9,73,Yes,4,5,68,review
2,79,No,8,3,59,excellent
6,63,Yes,9,6,55,review
1,88,No,8,5,63,excellent
,56,No,9,8,47,excellent
3,68,No,5,5,49,excellent
7,75,Yes,5,1,64,review
4,89,Yes,5,2,72,review
9,51,No,4,8,46,excellent
5,70,Yes,4,6,55,review
3,88,Yes,8,5,73,review
8,48,No,6,4,41,excellent
,58,Yes,,2,50,review
2,85,Yes,9,3,61,review
3,85,No,5,0,60,excellent
8,56,No,,4,52,review
7,41,No,7,6,31,review
6,79,No,5,1,66,excellent
1,44,Yes,9,7,16,review
,98,Yes,,9,93,excellent
3,78,No,9,5,59,review
5,93,No,4,9,78,excellent
7,87,Yes,8,2,79,review
7,55,Yes,8,1,50,review
3,56,Yes,8,7,38,review
4,93,No,7,3,80,review
7,66,No,7,6,58,excellent
8,46,No,9,6,44,review
2,91,No,,9,70,excellent
9,47,Yes,9,8,45,excellent
7,47,No,9,9,40,excellent
8,62,No,9,7,57,review
6,71,Yes,4,7,61,review
6,82,No,8,6,72,excellent
9,86,Yes,6,9,83,excellent
4,57,No,5,4,36,excellent
5,77,Yes,5,8,61,review
9,93,Yes,8,6,90,excellent
1,51,Yes,5,2,22,excellent
4,54,No,8,5,35,review
7,67,No,5,2,59,excellent
,94,No,9,5,89,review
6,77,No,4,7,66,review
8,89,No,5,8,88,excellent
9,95,No,5,1,91,review
4,70,Yes,6,5,53,excellent
1,91,No,4,2,64,review
8,48,No,9,6,40,review
2,47,Yes,4,3,24,review
1,85,Yes,4,4,59,excellent
7,58,No,5,9,49,review
,90,Yes,7,5,85,review
9,47,No,5,7,47,excellent
3,73,Yes,8,1,54,review
6,96,No,6,3,82,review
7,43,Yes,4,3,31,review
9,70,Yes,8,5,67,review
2,77,No,9,3,58,review
8,42,No,8,4,36,review
7,74,Yes,7,4,66,review
4,58,Yes,4,7,39,excellent
,82,Yes,5,3,61,review
8,68,Yes,4,5,64,excellent
5,49,No,6,6,31,excellent
6,51,Yes,4,7,39,review
7,85,Yes,8,8,78,excellent
1,69,No,8,9,43,review
8,69,No,5,7,62,review
4,99,No,5,3,80,review
9,57,No,5,3,51,excellent
1,63,No,9,9,40,review
2,71,No,6,4,48,review
6,48,Yes,9,2,38,review
1,86,Yes,,1,61,excellent
4,63,Yes,9,1,42,review
8,65,No,4,8,57,review
5,42,No,7,7,26,review
9,62,Yes,4,5,58,excellent
6,50,Yes,5,8,40,review
1,49,No,6,4,26,review
6,89,No,9,9,78,excellent
6,75,Yes,4,0,62,review
,99,Yes,8,7,90,excellent
8,52,Yes,9,2,50,excellent
6,68,Yes,4,8,57,excellent
5,77,Yes,8,0,62,review
2,98,No,4,2,74,review
4,92,Yes,4,0,74,review
5,52,Yes,9,0,40,excellent
4,96,No,4,5,81,excellent
2,65,Yes,5,3,45,review
7,59,No,8,9,50,excellent
2,44,No,6,3,17,excellent
1,59,Yes,7,4,31,review
,53,Yes,9,2,40,review
,84,No,8,1,61,review
,53,No,5,9,26,review
1,47,No,8,7,20,excellent
,87,Yes,,6,73,excellent
9,52,Yes,9,9,55,review
1,63,Yes,8,3,37,review
5,54,Yes,5,1,35,review
9,90,Yes,9,8,90,excellent
9,40,No,5,7,36,excellent
1,61,Yes,9,3,38,excellent
8,73,Yes,7,4,65,excellent
1,89,No,6,9,66,review
8,90,Yes,7,5,88,review
1,79,Yes,4,3,53,excellent
5,42,Yes,5,1,27,review
8,94,No,7,4,90,excellent
6,65,No,5,0,50,review
9,53,Yes,9,6,49,excellent
1,97,Yes,5,8,71,excellent
9,80,Yes,4,2,72,excellent
,47,No,5,5,21,excellent
3,88,No,9,8,73,review
1,94,Yes,9,3,68,excellent
3,94,Yes,7,5,74,review
2,95,Yes,6,2,72,excellent
2,55,Yes,,8,38,review
9,81,No,7,6,78,excellent
8,60,No,4,6,55,review
,49,Yes,8,3,24,review
4,96,No,5,5,72,review
1,64,No,7,7,38,excellent
1,95,Yes,8,5,73,review
4,77,Yes,7,5,60,review
,61,Yes,5,3,38,review
3,88,Yes,9,7,74,review
9,87,No,7,9,86,review
2,86,Yes,4,7,62,excellent
4,93,Yes,8,8,80,review
1,85,Yes,8,5,62,excellent
2,43,Yes,8,1,22,review
5,43,No,7,3,28,review
1,69,Yes,5,3,41,excellent
7,41,Yes,7,7,34,review
,68,No,7,4,52,review
6,82,Yes,9,3,71,review
8,75,Yes,8,7,68,review
6,60,Yes,5,2,47,excellent
2,99,No,6,1,73,excellent
1,60,Yes,5,3,33,excellent
8,87,Yes,7,0,83,review
8,60,Yes,4,0,48,review
9,43,No,5,4,39,review
6,40,Yes,8,0,29,excellent
1,65,Yes,4,3,36,review
9,95,Yes,6,7,94,review
,90,No,6,7,73,excellent
6,41,No,4,1,28,review
9,48,Yes,6,2,49,excellent
3,94,Yes,4,2,73,review
5,96,No,7,0,83,excellent
5,84,Yes,4,2,73,review
7,57,No,7,7,50,excellent
4,87,No,8,5,74,review
,87,No,,4,71,review
7,96,Yes,6,9,92,review
9,81,No,9,8,78,excellent
4,80,No,9,6,64,excellent
4,50,Yes,4,5,37,review
6,64,Yes,7,4,49,excellent
6,65,Yes,8,4,53,excellent
7,97,No,8,9,95,review
1,75,No,8,8,50,review
3,81,Yes,6,9,62,excellent
,74,No,8,5,74,review
6,77,Yes,9,3,70,review
6,42,Yes,5,3,29,review
5,98,Yes,6,3,81,review
3,80,Yes,4,5,58,excellent
5,74,Yes,5,0,57,review
1,89,No,6,8,61,review
3,79,No,6,1,56,review
,61,Yes,7,1,44,review
5,47,No,5,4,30,review
9,54,No,5,3,53,excellent
,84,Yes,9,2,67,review
3,46,No,5,4,21,excellent
,58,No,8,6,35,review
6,79,Yes,9,9,77,review
7,81,No,8,1,72,review
8,56,No,9,5,52,excellent
1,40,No,4,3,15,excellent
4,84,No,9,1,67,review
5,68,No,4,0,55,review
,97,Yes,9,7,73,excellent
1,52,Yes,4,4,25,review
8,95,Yes,8,9,90,excellent
6,87,Yes,9,1,74,review
5,68,Yes,7,7,53,excellent
9,80,No,9,2,79,excellent
2,81,No,,6,59,review
,45,Yes,6,1,40,excellent
9,44,Yes,8,6,39,review
1,73,Yes,7,3,49,review
7,50,No,6,9,41,review
8,48,No,6,0,39,review
3,77,No,8,4,57,review
4,79,No,9,3,66,excellent
3,80,No,,7,59,excellent
,48,No,7,0,40,review
,47,Yes,9,1,47,excellent
3,83,No,8,4,65,review
6,97,Yes,5,9,86,excellent
8,79,Yes,8,9,75,review
,42,No,8,1,30,excellent
2,52,No,6,0,26,excellent
7,58,No,9,5,49,excellent
2,73,No,8,9,52,review
2,71,No,9,3,47,review
2,88,No,5,4,64,review
,55,No,6,2,28,review
1,75,No,5,9,48,review
7,57,Yes,5,5,47,excellent
5,53,Yes,6,3,37,excellent
3,69,No,9,5,54,review
1,41,Yes,5,4,18,review
,52,No,4,1,37,excellent
1,66,Yes,9,3,41,excellent
9,98,Yes,8,1,96,review
2,92,No,6,4,69,review
1,91,No,6,2,64,excellent
7,56,No,9,5,48,excellent
6,70,Yes,4,4,59,review
6,54,Yes,4,1,39,excellent
,96,No,4,9,80,excellent
4,59,Yes,4,7,38,review
4,44,No,7,5,26,excellent
3,46,Yes,6,8,27,review
8,57,No,5,2,50,excellent
7,95,Yes,6,3,89,excellent
9,50,No,6,7,45,review
1,71,No,6,6,42,excellent
7,89,No,4,7,80,excellent
4,66,Yes,4,8,48,excellent
7,65,No,7,7,59,review
1,76,Yes,9,7,53,review
,84,No,6,5,72,excellent
3,67,No,8,1,46,excellent
5,89,No,9,6,75,excellent
4,41,Yes,7,3,25,review
2,59,Yes,4,2,36,review
4,43,Yes,6,3,24,review
3,52,No,4,3,31,excellent
1,63,Yes,9,2,39,excellent
8,87,No,5,8,81,excellent
5,77,No,4,2,63,review
4,97,No,4,1,81,review
5,79,No,7,0,63,excellent
4,87,No,5,0,69,excellent
3,84,Yes,9,4,66,excellent
5,94,Yes,8,4,80,review
4,68,No,8,8,52,review
1,97,No,8,3,68,review
3,75,Yes,6,4,57,excellent
8,41,No,8,5,37,review
7,80,No,6,9,68,excellent
2,57,No,9,6,35,excellent
1,88,No,9,8,65,review
3,47,Yes,4,5,28,review
,97,No,8,0,82,excellent
1,54,Yes,7,7,29,review
3,80,Yes,9,1,62,review
3,56,Yes,5,8,35,excellent
,62,Yes,5,6,51,excellent
3,41,No,9,6,22,excellent
9,45,No,4,9,42,review
1,68,No,5,9,45,excellent
4,66,Yes,5,4,48,review
4,76,Yes,4,7,61,review
1,88,Yes,4,9,59,review
,73,No,4,0,50,review
1,57,No,7,2,33,excellent
6,81,No,,8,65,excellent
3,49,Yes,4,0,26,excellent
7,77,Yes,4,7,69,excellent
5,98,No,9,5,87,review
9,83,Yes,8,9,85,review
7,56,Yes,9,4,46,excellent
4,98,No,8,5,82,excellent
5,52,Yes,7,4,36,review
5,91,Yes,7,8,77,review
5,99,No,5,1,85,review
9,87,Yes,9,9,85,review
3,81,Yes,8,5,62,review
6,66,Yes,7,3,54,review
8,92,Yes,7,2,89,review
9,41,No,9,4,35,review
7,73,No,5,1,65,review
3,70,Yes,4,2,52,excellent
1,62,No,6,6,37,excellent
4,46,No,5,0,27,excellent
6,77,No,6,1,60,excellent
3,72,Yes,5,2,52,excellent
1,51,Yes,5,9,28,review
6,84,No,4,6,72,review
1,51,No,7,3,23,excellent
9,58,No,8,7,59,excellent
1,48,No,5,7,20,review
6,49,Yes,4,0,38,excellent
1,56,No,,4,31,review
7,89,Yes,9,0,81,review
,79,Yes,9,6,66,review
6,78,Yes,7,3,68,review
,80,Yes,9,7,75,review
1,49,Yes,5,7,24,excellent
1,51,Yes,6,8,26,review
5,54,Yes,5,5,39,review
6,70,No,9,6,61,review
9,54,Yes,8,6,52,excellent
1,67,No,9,4,38,excellent
4,43,No,8,6,25,review
8,75,No,,8,73,review
9,94,No,7,3,93,review
3,40,No,6,1,16,excellent
2,97,Yes,8,7,75,review
4,83,Yes,4,6,64,review
2,96,No,7,5,77,review
1,73,No,5,6,44,review
,86,No,9,2,66,excellent
7,56,Yes,6,5,48,review
1,78,No,6,9,50,review
2,77,Yes,9,6,56,excellent
1,83,Yes,4,6,55,excellent
8,90,No,8,4,83,review
5,72,Yes,9,2,58,excellent
8,99,Yes,6,1,93,excellent
3,60,Yes,4,6,38,review
,65,No,4,3,55,review
8,85,No,5,1,80,review
6,75,No,4,7,64,review
7,44,No,7,1,37,review
2,72,No,6,5,49,excellent
8,40,No,7,3,33,excellent
5,92,No,4,8,78,review
7,45,No,4,4,31,review
,76,Yes,7,3,53,review
5,41,No,5,7,25,excellent
1,96,Yes,4,2,69,excellent
8,92,Yes,7,8,89,review
4,98,No,7,7,80,excellent
4,98,Yes,6,7,80,review
2,44,Yes,5,9,22,excellent
5,65,No,8,4,52,review
1,80,Yes,7,0,59,review
,90,No,,9,88,review
5,92,Yes,8,8,81,excellent
6,86,Yes,6,1,79,excellent
2,52,No,,0,28,excellent
1,51,Yes,9,5,28,review
,44,Yes,5,0,19,review
7,41,No,4,9,31,review
6,98,No,5,9,87,excellent
1,43,Yes,8,9,17,excellent
1,98,Yes,9,6,75,excellent
8,66,No,5,6,61,excellent
4,89,Yes,4,0,72,excellent
5,92,No,5,9,78,excellent
7,49,No,5,4,36,review
8,52,No,5,2,45,excellent
7,83,Yes,7,1,74,excellent
2,41,Yes,7,4,17,review
4,65,Yes,5,4,47,excellent
1,54,No,4,1,25,review
9,85,Yes,4,5,81,review
3,96,No,4,6,74,excellent
3,49,Yes,4,0,30,review
9,61,No,9,2,59,review
3,79,No,9,3,60,excellent
8,64,Yes,6,1,58,review
2,54,No,5,9,28,review
3,52,Yes,5,4,33,excellent
2,47,Yes,6,3,30,review
1,60,Yes,4,1,31,review
2,60,Yes,8,0,36,review
8,61,Yes,8,7,56,review
9,85,No,6,1,82,review
2,72,Yes,8,3,50,excellent
7,84,No,7,9,76,review
5,66,Yes,5,4,52,review
3,79,No,8,1,60,excellent
9,89,No,9,9,91,excellent
,61,Yes,9,8,52,review
1,69,No,7,1,43,excellent
5,48,Yes,5,5,32,excellent
7,84,Yes,7,6,77,excellent
4,74,Yes,5,5,55,excellent
8,57,No,5,3,52,review
5,81,No,8,0,68,review
,44,No,9,1,41,review
9,66,No,6,9,63,excellent
9,96,Yes,8,9,99,excellent
1,45,Yes,4,5,17,review
,71,No,7,7,47,review
3,47,No,4,2,24,excellent
4,95,Yes,5,6,80,review
9,78,No,8,8,79,review
6,60,Yes,4,3,49,excellent
1,57,No,4,6,27,review
,53,No,9,6,51,review
6,54,No,4,9,41,review
4,81,Yes,9,8,67,excellent
4,65,Yes,9,2,48,review
3,92,No,5,0,72,excellent
7,83,No,9,7,75,review
3,71,No,5,3,48,excellent
2,78,No,9,1,58,review
8,67,No,9,4,62,review
4,99,No,5,3,83,excellent
8,78,No,4,0,68,review
1,82,No,7,6,55,excellent
5,71,Yes,8,3,55,review
9,52,Yes,8,7,49,review
1,54,Yes,5,8,27,excellent
4,57,Yes,4,7,38,excellent
6,78,No,7,0,66,review
8,45,Yes,6,7,37,excellent
3,94,Yes,5,4,72,review
5,50,No,6,0,34,review
,71,Yes,8,8,68,review
1,79,Yes,8,8,56,review
7,59,Yes,7,6,52,review
8,72,Yes,7,6,67,excellent
8,79,Yes,6,0,69,review
9,47,No,8,8,45,review
6,90,No,7,0,76,excellent
6,74,No,7,6,65,review
2,44,Yes,8,8,26,review
3,74,Yes,8,8,54,review
4,86,Yes,4,4,68,review
4,53,No,9,5,34,review
8,60,Yes,7,1,56,review
1,86,Yes,6,1,63,excellent
4,63,Yes,5,9,47,excellent
4,56,Yes,5,8,40,excellent
1,57,No,8,0,31,excellent
3,73,No,9,9,56,review
5,51,Yes,6,4,36,review
,55,No,4,6,41,excellent
9,43,No,7,9,43,review
9,64,No,4,5,61,review
9,73,Yes,6,5,69,excellent
1,67,No,4,5,44,review
9,85,No,,7,82,excellent
,50,Yes,5,6,48,review
2,52,No,8,4,27,excellent
1,70,No,7,9,45,excellent
1,99,No,8,1,75,review
6,64,Yes,6,9,54,excellent
9,78,Yes,6,5,76,excellent
7,49,No,7,9,44,excellent
5,63,Yes,7,4,50,review
2,40,Yes,5,3,17,review
1,92,Yes,4,9,66,review
2,64,No,5,4,42,review
1,67,No,8,8,42,excellent
3,75,Yes,4,1,56,review
6,57,No,7,5,48,review
8,45,Yes,6,8,40,review
3,41,Yes,8,9,24,excellent
9,42,No,5,4,38,excellent
5,85,Yes,9,5,73,excellent
,47,Yes,9,9,40,excellent
8,70,Yes,7,3,62,excellent
,87,Yes,4,4,65,excellent
2,58,No,9,7,37,review
2,89,Yes,4,0,68,review
5,45,No,6,0,30,excellent
1,53,Yes,7,9,31,review
,42,No,7,3,15,excellent
9,87,Yes,8,9,89,review
7,40,Yes,8,2,33,excellent
6,83,No,4,4,72,review
9,69,No,9,9,64,review
7,85,Yes,9,7,78,excellent
5,58,Yes,5,0,40,review
9,93,Yes,4,4,91,excellent
6,58,Yes,9,4,49,excellent
6,48,Yes,8,1,38,excellent
4,46,No,8,4,28,excellent
1,85,No,8,7,62,review
5,76,Yes,4,9,62,excellent
9,89,No,7,6,89,review
8,80,No,5,1,74,review
8,92,Yes,5,5,85,excellent
5,46,No,8,9,33,excellent
9,48,Yes,6,0,41,review
3,43,No,4,9,24,review
,64,No,9,9,47,excellent
1,88,No,9,2,65,review
9,51,No,7,5,50,excellent
6,45,No,8,8,35,excellent
,57,Yes,6,0,30,review
8,79,No,8,5,76,review
9,60,Yes,6,1,55,review
9,54,No,5,8,49,excellent
2,42,No,6,1,19,excellent
2,41,No,5,2,15,excellent
7,95,Yes,5,1,86,review
4,94,No,4,3,77,excellent
1,80,No,6,3,55,review
8,79,Yes,7,9,77,excellent
2,98,Yes,7,0,74,review
3,43,Yes,6,7,23,excellent
,71,No,4,4,56,excellent
3,41,No,7,7,18,review
7,85,No,8,5,76,excellent
7,68,No,7,1,57,review
2,41,Yes,4,6,13,review
7,73,Yes,5,9,64,review
6,66,No,,8,54,excellent
9,99,Yes,5,6,97,excellent
9,93,Yes,4,4,89,excellent
2,78,Yes,5,3,53,excellent
7,83,No,5,7,74,review
5,77,Yes,4,5,61,review
6,57,No,8,4,41,review
1,75,No,7,6,48,excellent
7,58,No,4,2,48,excellent
6,66,Yes,4,8,54,review
4,84,Yes,6,3,67,excellent
1,59,Yes,5,3,34,excellent
9,60,Yes,9,7,60,review
4,62,No,8,5,46,excellent
2,69,No,9,0,45,excellent
8,64,No,6,1,56,review
2,70,Yes,8,8,49,excellent
5,66,Yes,5,5,49,review
6,73,Yes,9,6,65,review
8,47,No,5,8,39,review
,58,No,5,2,33,excellent
,80,Yes,7,4,55,review
4,65,No,8,4,50,excellent
5,67,No,8,9,52,excellent
9,43,Yes,6,6,43,review
7,70,Yes,4,1,58,excellent
7,55,No,5,3,45,review
,90,Yes,5,3,81,excellent
5,49,No,9,7,36,review
5,77,Yes,6,9,64,excellent
1,87,No,8,2,57,excellent
9,49,Yes,7,1,46,excellent
6,84,Yes,8,8,76,review
9,48,Yes,7,3,43,excellent
3,78,No,7,8,58,review
,75,No,8,5,61,review
2,90,Yes,9,0,72,review
5,97,No,5,2,82,review
8,75,No,7,6,69,excellent
2,58,Yes,9,8,35,excellent
8,99,Yes,6,7,91,review
4,58,Yes,6,4,40,excellent
1,51,No,7,7,26,review
5,52,Yes,5,1,34,excellent
1,64,No,7,2,35,excellent
7,75,No,6,7,67,excellent
8,64,No,6,8,60,review
3,67,Yes,8,9,48,excellent
3,81,Yes,5,7,62,review
7,92,No,8,3,84,excellent
,78,No,9,5,67,excellent
3,69,Yes,9,4,50,excellent
8,44,Yes,9,3,42,review
3,56,Yes,4,8,37,excellent
7,57,Yes,9,9,50,excellent
2,82,Yes,7,2,61,excellent
1,86,Yes,8,0,61,excellent
6,60,Yes,9,6,48,excellent
8,61,Yes,5,9,56,excellent
1,78,Yes,9,7,54,review
9,89,No,7,2,86,excellent
3,97,Yes,7,2,77,review
3,96,Yes,7,5,77,excellent
4,45,No,7,1,25,excellent
1,89,Yes,7,5,67,review
,55,Yes,5,4,51,excellent
3,41,No,4,6,20,excellent
4,90,Yes,6,8,74,excellent
1,40,No,4,8,12,review
4,96,No,6,0,78,review
1,69,Yes,8,6,48,excellent
5,97,No,7,2,79,review
5,82,No,8,3,66,excellent
7,91,No,8,1,82,review
8,76,No,6,0,67,review
4,87,Yes,5,9,75,excellent
7,62,No,7,2,52,review
,40,No,9,9,25,excellent
3,58,Yes,8,8,39,excellent
6,85,No,4,0,66,excellent
4,42,Yes,7,2,24,review
3,41,No,5,4,17,excellent
9,95,Yes,7,2,93,review
,76,No,9,3,62,excellent
7,56,Yes,9,3,47,review
6,67,No,8,0,55,review
5,57,Yes,4,5,41,excellent
7,72,Yes,8,6,67,excellent
6,54,Yes,5,6,43,review
2,61,Yes,6,5,42,review
,80,Yes,9,6,64,excellent
2,66,No,4,2,42,review
3,94,No,9,4,77,review
1,76,Yes,5,6,52,review
8,71,Yes,5,9,62,review
6,99,No,9,4,90,review
,84,No,8,9,60,review
8,58,Yes,9,1,49,excellent
6,67,No,8,5,54,review
7,67,Yes,9,6,61,excellent
1,95,Yes,8,1,67,excellent
7,49,Yes,6,9,42,excellent
3,59,No,7,7,43,excellent
8,64,Yes,7,4,58,review
6,60,No,8,7,50,review
4,53,No,8,2,34,excellent
8,61,No,6,1,51,review
9,92,No,,6,89,review
2,65,Yes,6,4,41,excellent
6,83,Yes,5,4,70,review
5,50,No,9,7,35,excellent
,94,Yes,7,8,79,excellent
3,46,No,8,7,26,excellent
8,56,Yes,4,9,46,excellent
8,57,Yes,5,1,51,review
5,46,Yes,9,9,30,excellent
8,95,Yes,4,6,88,review
8,59,Yes,6,4,55,excellent
3,77,Yes,9,6,60,review
2,50,No,6,2,26,excellent
9,83,Yes,,3,85,excellent
2,97,Yes,8,6,76,review
9,55,Yes,6,1,53,review
4,90,No,4,1,70,review
2,94,Yes,5,0,64,review
1,66,Yes,8,0,41,review
4,90,Yes,5,0,73,excellent
9,50,No,,5,47,review
9,55,Yes,7,4,49,review
4,62,No,,9,53,excellent
9,99,No,8,7,95,review
6,98,Yes,6,4,87,review
1,51,Yes,8,0,26,excellent
6,98,No,7,7,89,excellent
9,79,No,4,5,73,review
2,42,Yes,4,7,19,review
6,41,Yes,9,1,33,review
2,99,No,4,9,75,review
4,77,No,7,7,59,review
8,87,No,5,5,79,excellent
,91,No,7,0,82,excellent
,63,Yes,7,0,58,review
7,68,No,6,9,61,excellent
1,86,Yes,4,4,59,review
2,85,No,8,6,63,excellent
6,73,No,9,3,60,excellent
,59,Yes,5,9,55,excellent
3,57,Yes,,4,38,review
9,53,Yes,6,9,49,review
7,57,Yes,,2,48,excellent
6,41,No,5,1,24,review
6,40,Yes,8,1,27,review
1,59,Yes,5,4,34,review
5,73,Yes,5,3,59,excellent
3,80,No,4,1,60,review
7,80,No,8,4,75,excellent
3,87,Yes,4,9,67,review
5,50,No,4,8,36,review
7,66,No,9,7,60,excellent
3,62,Yes,4,8,43,review
2,77,No,7,8,52,review
6,83,Yes,6,7,73,review
8,42,Yes,6,8,36,review
,51,Yes,,3,37,excellent
9,69,No,5,7,66,review
8,70,Yes,8,1,64,excellent
7,62,No,8,8,54,excellent
7,40,No,8,8,31,review
3,80,No,4,2,59,review
6,59,No,8,5,49,review
5,93,Yes,8,6,80,review
1,45,Yes,8,2,19,excellent
3,50,No,6,4,27,review
1,74,Yes,7,0,51,excellent
4,43,No,9,2,25,review
3,68,No,5,7,48,review
4,98,Yes,7,2,82,review
9,49,No,8,7,47,review
3,90,Yes,5,8,70,excellent
6,68,No,5,5,57,excellent
6,77,No,7,6,69,review
7,40,No,7,5,32,excellent
9,79,No,7,7,78,excellent
7,47,Yes,9,6,41,excellent
1,96,No,7,9,72,excellent
8,77,No,9,0,71,excellent
5,56,Yes,4,2,44,excellent
9,58,No,6,2,57,review
5,72,No,9,2,57,review
5,54,No,6,3,41,excellent
2,84,No,8,0,62,excellent
,70,No,4,1,48,excellent
9,60,No,5,4,59,excellent
7,42,Yes,7,5,34,review
,41,No,8,8,17,excellent
3,74,Yes,5,1,54,excellent
2,80,No,6,8,55,excellent
1,98,Yes,5,6,73,excellent
9,55,Yes,7,8,50,review
8,95,Yes,7,3,91,review
5,84,Yes,9,6,73,excellent
2,90,No,9,0,70,review
1,98,No,6,7,74,review
7,89,No,7,6,86,review
2,60,Yes,4,6,34,review
1,51,Yes,8,1,25,excellent
2,67,Yes,6,9,47,excellent
7,51,Yes,6,8,45,excellent
7,72,Yes,5,7,62,review
6,59,Yes,6,0,49,excellent
5,79,Yes,8,0,62,excellent
,88,No,4,4,65,excellent
3,60,Yes,5,1,40,excellent
9,99,No,8,0,97,excellent
4,91,No,9,9,79,review
9,93,Yes,6,7,93,review
4,78,Yes,7,3,60,excellent
2,80,Yes,9,1,61,excellent
4,88,Yes,7,4,73,excellent
6,98,No,8,5,89,review
6,81,Yes,4,7,71,excellent
5,75,No,7,6,61,review
1,61,Yes,8,6,39,review
,65,No,5,0,44,review
5,46,No,6,2,32,excellent
6,46,No,4,2,35,review
,47,No,4,6,20,excellent
9,65,No,5,1,62,review
3,63,Yes,4,9,42,excellent
3,63,Yes,8,6,43,excellent
2,79,Yes,4,8,56,excellent
8,87,No,4,0,79,review
3,51,Yes,4,1,30,review
6,86,No,8,5,73,excellent
2,47,No,9,1,25,review
7,93,Yes,6,1,84,review
4,48,No,7,4,27,excellent
9,42,Yes,9,6,41,excellent
,93,No,4,3,92,review
7,60,Yes,,5,53,review
8,70,No,5,2,63,excellent
3,87,Yes,8,3,67,excellent
,86,Yes,6,3,74,review
2,63,No,4,3,37,review
7,43,No,8,0,33,excellent
8,59,No,7,3,58,review
9,55,Yes,6,3,55,excellent
,49,Yes,6,5,40,excellent
8,82,No,8,8,79,review
9,65,Yes,9,9,68,excellent
6,68,Yes,5,5,57,review
2,44,No,9,5,20,review
,50,Yes,6,6,28,excellent
4,68,Yes,5,6,50,excellent
9,84,Yes,6,0,80,review
,54,No,6,7,44,review
2,45,Yes,6,0,19,review
8,87,No,7,8,81,review
7,54,Yes,5,3,46,excellent
9,82,Yes,7,8,83,excellent
,59,Yes,5,7,58,review
3,73,Yes,7,8,53,review
1,99,Yes,7,5,73,review
2,99,No,7,8,79,review
2,41,Yes,8,3,15,review
4,83,Yes,7,2,62,review
6,55,Yes,9,2,46,review
,58,Yes,9,7,41,excellent
9,73,No,6,1,68,excellent
4,88,Yes,4,5,72,review
6,53,Yes,7,8,43,excellent
6,63,Yes,4,8,51,excellent
1,67,Yes,4,7,38,excellent
8,87,No,,7,80,excellent
3,71,No,4,0,48,excellent
6,76,Yes,4,6,63,excellent
,49,Yes,9,0,31,review
2,88,Yes,4,8,66,excellent
5,84,Yes,5,2,69,excellent
,87,Yes,7,0,62,excellent
9,48,No,7,7,49,excellent
7,63,No,4,6,54,review
3,75,Yes,6,1,57,excellent
4,95,Yes,,6,77,review
6,68,Yes,6,4,56,excellent
,99,No,6,6,79,excellent
7,68,Yes,4,9,60,excellent
6,97,Yes,8,6,88,excellent
9,87,No,4,1,83,review
5,62,No,9,1,43,excellent
4,66,Yes,8,6,48,review
3,70,Yes,5,2,50,excellent
,82,Yes,8,3,61,review
3,46,Yes,4,6,24,review
3,88,No,4,1,71,excellent
7,93,No,6,1,81,excellent
7,84,Yes,4,8,76,review
,43,No,9,0,17,excellent
3,53,Yes,4,2,30,excellent
8,81,No,7,9,78,review
9,81,Yes,7,3,78,excellent
,49,Yes,6,4,37,review
7,98,No,8,2,86,excellent
8,83,No,8,8,77,review
6,73,No,7,4,63,excellent
3,65,No,9,6,46,review
1,62,No,5,6,38,review
7,48,Yes,,8,41,excellent
1,76,Yes,7,1,51,excellent
1,47,No,9,2,24,excellent
9,92,Yes,5,3,88,excellent
7,53,Yes,8,7,50,excellent
4,46,Yes,7,0,30,review
6,46,Yes,4,8,32,review
1,48,No,5,4,18,review
7,42,Yes,5,3,29,review
6,53,Yes,5,7,41,excellent
,56,Yes,8,8,37,review
7,89,Yes,9,2,85,review
3,83,No,6,3,67,review
1,61,Yes,4,0,30,review
4,85,Yes,7,2,69,review
3,65,Yes,9,9,43,excellent
1,97,No,5,4,72,review
,67,No,8,7,47,excellent
5,84,Yes,5,0,69,excellent
